Title,Price,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Condition,Quantity,Description 1,Description 2,Description 3,Description 4,Description 5,Description 6,Description 7,Description 8,Local_Pickup_yes_or_no,Free_Shipping_yes_or_no,Shipping_Policy,Shipping_Cost,Return_Policy,Nonprofit,Percent_Donated,Main_Image_URL,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,META_SUPPLIER,META_SKU,META_UOM,META_purchaseCost,META_fullCost,META_sellPrice
Sax 80 lb Drawing Paper - 9 x 12 inches - Pack of 500 - Manila,13.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"This versatile cream-toned paper handles all art media, serving the beginning artist to the advanced and beyond. Weights indicated are basis weights. 500 sheets/ream.</p> <b> </b> <ul> <li>Handles All Art Media</li> <li>Great multipurpose paper</li> </ul>", <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755509&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,ART PAPER,DRAWING,,School Specialty,085579,REAM,$10.49,$12.06,13.99
Sax 80 lb Drawing Paper - 12 x 18 inches - Pack of 500 - Manila,27.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"This versatile cream-toned paper handles all art media, serving the beginning artist to the advanced and beyond. Weights indicated are basis weights. 500 sheets/ream.</p> <b> </b> <ul> <li>Handles All Art Media</li> <li>Great multipurpose paper</li> </ul>", <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755518&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,ART PAPER,DRAWING,,School Specialty,085581,REAM,$20.99,$24.14,27.99
School Smart Heavyweight Marbled Construction Paper - 9 x 12 inches - Pack of 50 - Assorted Colors,2.09,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,"Exciting collection of heavyweight construction paper in 5 vivid, assorted, marbled patterns. Sold in 50-sheet packages.</p> <b> </b> <ul> <li>Marbled Patterns</li> <li>Assorted colors</li> <li>Heavyweight construction paper</li> </ul> <p>",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756975&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,CONSTRUCTION,MARBLE,,School Specialty,085584,PACK OF 50,$1.57,$1.81,2.09
School Smart Heavyweight Marbled Construction Paper - 12 x 18 inches - Pack of 50 - Assorted Colors,3.79,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,"Exciting collection of heavyweight construction paper in 5 vivid, assorted, marbled patterns. Sold in 50-sheet packages.</p> <b> </b> <ul> <li>Marbled Patterns</li> <li>Assorted colors</li> <li>Heavyweight construction paper</li> </ul> <p>",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756980&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,CONSTRUCTION,MARBLE,,School Specialty,085585,PACK OF 50,$2.84,$3.27,3.79
School Smart Heavyweight Fluorescent Construction Paper - 9 x 12 in - Pack of 20 - Assorted Colors,4.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,"For those very special art projects which require four dazzling, fade-resistant neon colors backed on the opposite side with yellow. This 76# heavyweight construction paper adds vivid color and lots of fun to class projects. 20 sheets in each package, 5 s","heets each of Red/Yellow, Green/Yellow, Pink/Yellow and Orange/Yellow. </p> <b> </b> <ul> <li>Fade Resistant</li> <li>Neon colors with yellow backing</li> <li>Heavyweight construction paper</li> </ul> <p>",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756528&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,085586,PACK OF 20,$3.74,$4.30,4.99
School Smart Heavyweight Fluorescent Construction Paper - 12 x 18 in - Pack of 20 - Assorted Colors,9.19,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,"For those very special art projects which require four dazzling, fade-resistant neon colors backed on the opposite side with yellow. This 76# heavyweight construction paper adds vivid color and lots of fun to class projects. 20 sheets in each package, 5 s","heets each of Red/Yellow, Green/Yellow, Pink/Yellow and Orange/Yellow. </p> <b> </b> <ul> <li>Fade Resistant</li> <li>Neon colors with yellow backing</li> <li>Heavyweight construction paper</li> </ul> <p>",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756534&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,085587,PACK OF 20,$6.89,$7.92,9.19
School Smart Plain White Newsprint Newspaper - 9 x 12 - Pack of 500 Sheets - White,4.29,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"Of fine quality, this White newsprint can be used for practice or art projects. 500 sheets/ream.</p> <b> </b> <ul> <li>Ream of 500 Sheets</li> <li>Standard white newsprint for practice drawing and sketching</li> <li>Excellent choice for math problem solvi",ng</li> <li>Quality paper at an economical price</li> <li>Ideal for home or classroom use</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756050&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,ART PAPER,NEWSPRINT,,School Specialty,085596,REAM,$3.22,$3.70,4.29
School Smart Plain White Newsprint Newspaper - 12 x 18 inches - Pack of 500 Sheets - White,8.49,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"Of fine quality, this White newsprint can be used for practice or art projects. 500 sheets/ream.</p> <b> </b> <ul> <li>Ream of 500 Sheets</li> <li>Standard white newsprint for practice drawing and sketching</li> <li>Excellent choice for math problem solvi",ng</li> <li>Quality paper at an economical price</li> <li>Ideal for home or classroom use</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756057&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,ART PAPER,NEWSPRINT,,School Specialty,085597,REAM,$6.37,$7.33,8.49
School Smart Plain White Newsprint Newspaper - 18 x 24 inches - Pack of 500 Sheets - White,14.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"Fine quality newsprint can be used for practice or art projects. 500 sheets.</p> <b> </b> <ul> <li>Pack of 500</li> <li>Ideal for art and craft projects</li> <li>Creativity and imagination are endless with this product</li> <li>From School Specialty, the ",leader in education solutions</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756064&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,ART PAPER,NEWSPRINT,,School Specialty,085598,REAM,$11.24,$12.93,14.99
School Smart Plain White Newsprint Newspaper - 24 x 36 inches - Pack of 500 Sheets - White,31.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"Of fine quality, this White newsprint can be used for practice or art projects. 500 sheets/ream.</p> <b> </b> <ul> <li>Ream of 500 Sheets</li> <li>Standard white newsprint for practice drawing, sketching, printing and more</li> <li>Excellent choice for ma",th problem solving</li> <li>Quality paper at an economical price</li> <li>Ideal for home or classroom use</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756071&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,ART PAPER,NEWSPRINT,,School Specialty,085599,REAM,$23.99,$27.59,31.99
School Smart 30 pound Newsprint - 12 x 18 inches - Pack of 500 - Assorted Colors,18.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"Inexpensive art paper. Serves dry media including ""rubbings"". 30 lb. basis weight. Five assorted colors. 500 sheets/ream.</p> <b> </b> <ul> <li>Pack of 500 Sheets</li> <li>Five color assortment</li> <li>Medium-weight newsprint</li> <li>Ideal for dry media","</li> <li>Great for drawing, sketching, practice projects and more</li> </ul> <p>",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=755366&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,ART PAPER,NEWSPRINT,,School Specialty,085601,REAM,$14.24,$16.38,18.99
School Smart Round Paper Lace Doilies - 6 inch - Pack of 100 - White,4.89,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"Die-cut paper doilies in the most popular sizes and styles. Great for holiday crafts, greeting cards and collages. All sold 100/pkg.</p> <b> </b> <ul> <li>Pack of 100</li> <li>Round paper lace doilies</li> <li>Great for collages, cutting, painting and mor",e</li> <li>Ideal for making greeting cards and ornaments</li> <li>A super value!</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=757630&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,ART PAPER,DOILIES,,School Specialty,085610,PACK OF 100,$3.67,$4.22,4.89
School Smart Round Paper Lace Doilies - 8 inch - Pack of 100 - White,7.19,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"Die-cut paper doilies in the most popular sizes and styles. Great for holiday crafts, greeting cards and collages. All sold 100/pkg.</p> <b> </b> <ul> <li>Pack of 100</li> <li>Round paper lace doilies</li> <li>Great for collages, cutting, painting and mor",e</li> <li>Ideal for making greeting cards and ornaments</li> <li>A super value!</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=757638&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,ART PAPER,DOILIES,,School Specialty,085611,PACK OF 100,$5.39,$6.20,7.19
School Smart Heart Shaped Paper Lace Doilies - 4 inch - Pack of 100 - Assorted Colors,8.49,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"Die-cut paper doilies in the most popular sizes and styles. Great for holiday crafts, greeting cards and collages. Assorted color hearts include Gold, Silver, Red and White. All sold 100/pkg.</p> <b> </b> <ul> <li>Great For Take Home Projects</li> <li>Mak",e greeting cards</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=757678&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,ART PAPER,DOILIES,,School Specialty,085616,PACK OF 100,$6.37,$7.33,8.49
School Smart Heart Shaped Paper Lace Doilies - 6 inch - Pack of 100 - Assorted Colors,11.19,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"Die-cut paper doilies in the most popular sizes and styles. Great for holiday crafts, greeting cards and collages. Assorted color hearts include Gold, Silver, Red and White. All sold 100/pkg.</p> <b> </b> <ul> <li>Pack of 100</li> <li>Make greeting cards<","/li> <li>Great for take home projects</li> <li>Assorted colors of hearts: gold, silver, red and white</li> <li>Create holiday gift or crafts</li> </ul> <p>",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=757682&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,ART PAPER,DOILIES,,School Specialty,085617,PACK OF 100,$8.39,$9.65,11.19
School Smart Flat Bottom Paper Bags - 6 x 11 inches - Pack of 28 - Assorted Colors,7.39,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,,,,New,10000,"Use for masks, puppets, hats, file pockets and color coded bulletin board pockets. Also great for use as ""loot"" bags for holidays and birthdays. 28 bright colored 6"" x 11"" flat bottom bags.</p> <b> </b> <ul> <li>Pack of 28 Bags</li> <li>Seven bright color","s</li> <li>Great for low cost art and craft projects</li> <li>Make puppets, masks, hats and more</li> <li>Decorate with paints, markers, glitter, feathers etc.</li> </ul> <p>",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756396&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,CRAFTS,GENERAL CRAFTS,,School Specialty,085623,PACK OF 28,$5.54,$6.37,7.39
School Smart Flat Bottom Paper Bags - 4 1/2 x 2 1/2 x 8 1/2 - Pack of 100 - Brown,8.19,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,,,,New,10000,"Ideal for hand puppets, luminaries, decorating with stencils, sponges, etc. Flat bottom style. 2 lb, 4.5"" x 2.5"" x 8.5"". 100 bags/pkg.</p> <b> </b> <ul> <li>Pack of 100</li> <li>Ideal for art and craft projects</li> <li>Use stencils, crayons or markers to", create puppets</li> <li>Color: Brown</li> <li>Can also be used as lunch bags</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756282&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,CRAFTS,GENERAL CRAFTS,,School Specialty,085625,PACK OF 100,$6.14,$7.06,8.19
School Smart Plastic Utility Box - 8 1/4 x 5 1/8 x 2 3/8 inches - Red,1.99,Office Supplies,Office Instruments,Writing & Drawing Instruments,Pens & Pencils,,,New,10000,"This plastic box will meet your storage needs. If you need something smaller this Utility Box (8 1/2"" x 5"" x 2"") is ideal for storing crayons. Made of durable translucent polypropylene plastic. Assorted Colors. Sorry no color choice.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=749945&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,WRITING ACCESSORIES,PENCIL STORAGE,,School Specialty,085632,EACH,$1.49,$1.71,1.99
Creativity Street Foam Brushes Set - Assorted Sizes - Set of 40,14.09,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Drawing & Painting,Art Brushes,,New,10000,"40 foam brushes. 3-1/2"" plastic handles. 10 each of the following: 3"" wide roller brush, 2-1/2"", 2"" and 1/4"" flat brushes. Excellent for easy application of watercolors, temperas or many other paint uses.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1042060&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,BRUSHES,FOAM BRUSHES,,School Specialty,085642,SET OF 40,$10.57,$12.16,14.09
Creativity Street Large Foam Design Rollers with Paint Tray - 3 x 6 inches - Set of 4 - Assorted Colors,8.19,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,,,,New,10000,"Four 3"" wide rollers with 6"" long handles plus 4-well plastic paint tray. Roller designs include checkerboard, solid and 2 sizes of stripes. Easy to clean. Tray measures 17-1/2"" x 8"" x 1-1/2"".",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=747024&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,CRAFTS,GENERAL CRAFTS,,School Specialty,085648,SET OF 4,$6.14,$7.06,8.19
School Smart Wedge Shaped Foam Brush Set - Assorted Sizes - Pack of 48,19.09,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Drawing & Painting,Art Brushes,,New,10000,"Wedge shaped foam is mounted on a comfortable wooden handle. 48/set Assorted.</p> <b> </b> <ul> <li>Pack of 48</li> <li>Assorted sizes: 1, 2, 3 and 4 inch foam wedges</li> <li>Economical value</li> <li>Perfect for learning to paint or large painting proje",cts</li> <li>Great for home or school use</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=750047&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,BRUSHES,FOAM BRUSHES,,School Specialty,085676,PACK OF 48,$14.32,$16.47,19.09
"School Smart Natural Stubby Paint Brushes, 7-1/2 inch Handle - Set of 6",7.39,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Drawing & Painting,Art Brushes,,New,10000,"Original natural color stubby brush has a wood handle. Seamless ferrule for long life. Non-toxic fi nish. 7 1/2"" handle.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=750814&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,BRUSHES,NATURAL,,School Specialty,085679,SET OF 6,$5.54,$6.37,7.39
School Smart Stubby Paint Brush Pack - 7 1/2 inch - Set of 10 - Assorted Colors,8.39,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Drawing & Painting,Art Brushes,,New,10000,"Our 7-1/2"" color brushes have plastic handles and a seamless ferrule for long life. Non-toxic finish.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=750823&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,BRUSHES,NATURAL,,School Specialty,085680,SET OF 10,$6.29,$7.23,8.39
School Smart Flat Tip Stubby Easel Brush - 7 1/2 inch - Set of 10 - Assorted Colors,8.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Drawing & Painting,Art Brushes,,New,10000,"<img src=""https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=151965&encrypt=.jpg"" height=""200"" alt=""Image 1"" /> <img src=""https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=139389&encrypt=.jpg"" height=""200"" alt=""Ima","ge 2"" /> <p>Colored stubby brushes with brightly colored handles, 7 1/2"". Natural, white hog bristle. Nickel plated seamless ferrules. Non-toxic fi nish.</p> <b> </b> <ul> <li>Flat Brushes</li> <li>Colored handles</li> <li>Natural white bristles</li> </ul",> <p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=751015&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,BRUSHES,NATURAL,,School Specialty,085682,EACH,$6.44,$7.41,8.59
School Smart Beginners Stubby Paint Brushes - 1/2 x 7 1/4 - Set of 10 - Assorted Colors,7.29,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Drawing & Painting,Art Brushes,,New,10000,"Set of 10 color coded, multi-media, white bristle brushes. Perfect for use with spill-proof paint cups. Plastic handle. All brushes 1/2""W x 7-1/4""L.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=750735&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,BRUSHES,SYNTHETIC,,School Specialty,085683,SET OF 10,$5.47,$6.29,7.29
Creativity Street Assorted Shapes Handle Sponges - 2 x 3 x 3 1/2 inches - Set of 10,10.09,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Drawing & Painting,Art Brushes,,New,10000,"Dip the sponge into the paint using the easy-to-hold sponge handles and create works of art without getting paint all over your hands. Sponges are 2"" x 3"" x 3 1/2"".</p> <b> </b> <ul> <li>Handles Take Away The Mess of Sponge Painting</li> <li>Shapes includ","e heart, star, teddy bear and more</li> </ul> <p>",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=751096&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,BRUSHES,SPONGE BRUSHES,,School Specialty,085706,EACH,$7.57,$8.71,10.09
School Smart Colored Decorative Rice - 1 pound - Assorted Colors,6.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,,,,New,10000,"An exciting alternative to using sand or glitter on collages. Draw with glue, sprinkle on rice, let dry, shake off and voila - a masterpiece! 1 lb. pkg. Ages 5+.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=924434&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,CRAFTS,DECORATIVE CRAFTS,,School Specialty,085715,1 LB,$5.24,$6.03,6.99
School Smart Colored Pasta Noodles - 1 pound - Assorted Colors,6.69,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,,,,New,10000,Add dimension to arts & crafts or make garlands & necklaces with this jumbo assortment of macaroni shapes and colors. 1 lb. pkg. Ages 5+.,,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=924549&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,CRAFTS,DECORATIVE CRAFTS,,School Specialty,085720,1 LB,$5.02,$5.77,6.69
School Smart Mosaic Squares - 3/8 inch - Pack of 10000 - Assorted Colors,9.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"Colorful 3/8"" squares cut from stiff card. A different color on each side. 10,000/pkg.</p> <b> </b> <ul> <li>Make Beautiful Mosaics</li> <li>Perfect for collage and arts and crafts</li> </ul> <p>",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=757606&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,ART PAPER,DECOR PAPER,,School Specialty,085723,PACK OF 10000,$7.49,$8.61,9.99
"Chenille Kraft Acrylic Gemstones - 1 pound - Multiple Shapes, Colors, Sizes",14.49,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,,,,New,10000,"<img src=""https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=81747&encrypt=.jpg"" height=""200"" alt=""Image 2"" /> <p>Create dazzling art projects with the whole class! Faceted gemstones in assorted sizes, shapes, and colors. 1 pound.</p> ",<b> </b> <ul> <li>Assorted Colors And Sizes</li> <li>Add some sparkle to craft projects</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=765590&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,CRAFTS,DECORATIVE CRAFTS,,School Specialty,085728,1 LB,$10.87,$12.50,14.49
Creativity Street Unique Shape Sponge Roller Set - Set of 4,8.89,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Drawing & Painting,Art Brushes,,New,10000,"It's easy to create fun patterns with these uniquely shaped sponge rollers. Just push the roller through paint and apply to surface. Great for use with tempera, acrylic, watercolor, ink or even colored glue. Clean with soap and water. Use alone or combine"," shapes for a fun creative look. Durable, no mess, easy grip handles. Fun for all ages. Set 1 contains one each of Zigzag, Wave, Dots and Stripes designs.</p> <b> </b> <ul> <li>Set of 4 Rollers</li> </ul> <p>",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=750738&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,BRUSHES,FOAM BRUSHES,,School Specialty,085729,SET OF 4,$6.67,$7.67,8.89
School Smart Felt Shapes - Assorted Sizes - Pack of 500 - Assorted Colors,8.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Fibercraft & Textile Arts,Textile Art Materials,,New,10000,"Multicolor, multi-size shapes, all pre-cut for endless craft applications. Can be sewn on or pasted. Assorted colors and sizes from 1/2"" to 1-1/2"". 500 pieces/pkg.</p> <b> </b> <ul> <li>Pack of 500 Pieces</li> <li>Variety of colors shapes and sizes for yo","ur craft projects</li> <li>Can be cut, sewn, pasted or glued</li> <li>Uses are limited only by your imagination</li> <li>Ideal for home or school use</li> </ul> <p>",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=752223&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,FIBER ARTS,FELT,,School Specialty,085731,PACK OF 500,$6.44,$7.41,8.59
Creativity Street Unique Shape Foam Roller Set 2 - Set of 4,8.89,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Drawing & Painting,Art Brushes,,New,10000,"It's easy to create fun patterns with these uniquely shaped sponge rollers. Just push the roller through paint and apply to surface. Great for use with tempera, acrylic, watercolor, ink or even colored glue. Clean with soap and water. Use alone or combine"," shapes for a fun creative look. Durable, no mess, easy grip handles. Fun for all ages. Set 2 contains one each of Wide Stripe, Checkerboard, Flower and Heart designs.</p> <b> </b> <ul> <li>Set of 4 Rollers</li> </ul> <p>",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=750747&encrypt=.jpg,,,,,SCHOOL SUPPLIES,ART SUPPLIES,BRUSHES,FOAM BRUSHES,,School Specialty,085732,SET OF 4,$6.67,$7.67,8.89
